,age,education,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,income
322,1,Bachelors,Never-married,Other-service,Not-in-family,Male,0,1,1,<=50K
323,1,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,0,1,1,<=50K
324,1,HS-grad,Never-married,Other-service,Not-in-family,Female,0,1,1,<=50K
325,0,HS-grad,Never-married,Other-service,Not-in-family,Male,0,1,1,<=50K
326,0,Some-college,Never-married,Craft-repair,Own-child,Male,0,1,1,<=50K
327,1,Bachelors,Divorced,Sales,Not-in-family,Female,0,1,2,<=50K
328,1,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,Male,0,1,2,<=50K
329,0,HS-grad,Never-married,Craft-repair,Not-in-family,Male,0,1,1,<=50K
330,0,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Female,0,1,1,<=50K
331,2,HS-grad,Divorced,Transport-moving,Not-in-family,Male,0,1,2,<=50K
332,2,Some-college,Separated,Exec-managerial,Not-in-family,Male,0,1,2,<=50K
333,2,Bachelors,Divorced,Sales,Not-in-family,Male,0,1,2,<=50K
334,0,Bachelors,Never-married,Tech-support,Not-in-family,Female,0,1,0,<=50K
335,2,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,0,1,1,<=50K
336,1,10th,Widowed,Other-service,Not-in-family,Female,0,1,1,<=50K
337,3,Masters,Divorced,Adm-clerical,Not-in-family,Female,0,1,2,<=50K
338,2,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,0,1,2,<=50K
339,1,Assoc-voc,Never-married,Transport-moving,Own-child,Male,0,1,2,<=50K
340,1,HS-grad,Never-married,Sales,Not-in-family,Female,0,1,1,<=50K
341,1,Some-college,Separated,Tech-support,Not-in-family,Male,0,1,1,<=50K
342,0,Some-college,Never-married,Adm-clerical,Not-in-family,Male,0,1,1,<=50K
343,1,HS-grad,Never-married,Transport-moving,Own-child,Male,0,1,1,<=50K
344,3,Some-college,Divorced,Exec-managerial,Not-in-family,Female,0,1,1,<=50K
345,2,HS-grad,Divorced,Other-service,Not-in-family,Male,0,1,1,<=50K
346,3,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,0,1,1,<=50K
347,0,10th,Never-married,Sales,Other-relative,Male,0,1,1,<=50K
348,3,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
349,2,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Male,0,1,2,>50K
350,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
351,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
352,1,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,>50K
353,1,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,1,2,>50K
354,1,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
355,1,HS-grad,Married-civ-spouse,Sales,Wife,Female,0,1,0,>50K
356,3,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,1,>50K
357,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
358,2,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
359,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
360,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
361,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
362,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
363,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
364,3,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
365,2,Prof-school,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
366,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
367,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
368,3,10th,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
369,1,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
370,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
371,3,Masters,Married-civ-spouse,Craft-repair,Husband,Male,0,1,2,>50K
372,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
373,2,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
374,3,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,1,>50K
375,1,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
376,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
377,1,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
378,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
379,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
380,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
381,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
382,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
383,0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
384,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
385,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
386,3,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,1,2,>50K
387,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
388,3,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,1,>50K
389,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
390,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,0,>50K
391,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
392,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
393,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
394,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
395,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
396,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
397,1,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
398,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
399,2,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,1,2,>50K
400,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
401,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
402,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
403,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
404,3,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
405,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
406,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
407,3,Masters,Married-civ-spouse,Protective-serv,Husband,Male,0,1,1,>50K
408,3,Masters,Married-civ-spouse,Tech-support,Husband,Male,0,1,0,>50K
409,2,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
410,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
411,3,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
412,3,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
413,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
414,2,Masters,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
415,1,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
416,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
417,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
418,2,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
419,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
420,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,>50K
421,2,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
422,1,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
423,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
424,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
425,2,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
426,2,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1,2,>50K
427,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
428,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
429,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
430,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
431,1,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
432,0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
433,1,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,0,>50K
434,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
435,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,0,>50K
436,0,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
437,2,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,>50K
438,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
439,2,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
440,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
441,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
442,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
443,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
444,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
445,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
446,1,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
447,2,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
448,2,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,0,1,2,>50K
449,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
450,0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
451,1,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
452,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
453,1,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
454,1,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
455,2,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
456,3,10th,Married-civ-spouse,Craft-repair,Wife,Female,0,1,0,>50K
457,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
458,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
459,1,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,1,2,>50K
460,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
461,2,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
462,3,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
463,3,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,1,1,>50K
464,2,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
465,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
466,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1,0,>50K
467,1,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
468,1,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,1,0,>50K
469,1,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,0,>50K
470,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
471,1,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
472,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
473,1,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
474,1,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
475,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
476,3,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,1,2,>50K
477,1,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
478,2,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
479,3,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,1,2,>50K
480,2,Masters,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
481,3,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
482,2,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
483,3,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
484,1,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
485,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
486,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
487,1,Masters,Married-civ-spouse,Adm-clerical,Husband,Male,0,1,1,>50K
488,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
489,3,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,0,1,2,>50K
490,2,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
491,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1,2,>50K
492,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
493,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
494,3,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
495,3,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,1,0,>50K
496,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
497,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
498,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
499,3,Doctorate,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
500,1,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,2,>50K
501,2,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1,1,>50K
502,1,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
503,3,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,1,0,>50K
504,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
505,1,Masters,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
506,3,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,2,>50K
507,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
508,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
509,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
510,2,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
511,0,Bachelors,Married-civ-spouse,,Wife,Female,0,1,1,>50K
512,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
513,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
514,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
515,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
516,2,Masters,Never-married,Exec-managerial,Not-in-family,Male,0,1,1,<=50K
517,0,Some-college,Never-married,Prof-specialty,Own-child,Male,0,1,1,<=50K
518,0,Some-college,Never-married,Sales,Not-in-family,Female,0,1,1,<=50K
519,2,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,0,1,1,<=50K
520,1,HS-grad,Never-married,Adm-clerical,Other-relative,Female,0,1,1,<=50K
521,1,Some-college,Never-married,Machine-op-inspct,Not-in-family,Male,0,1,1,<=50K
522,0,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,1,1,<=50K
523,0,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,0,1,2,<=50K
524,2,Masters,Divorced,Prof-specialty,Not-in-family,Male,0,1,1,<=50K
525,1,Some-college,Never-married,Protective-serv,Not-in-family,Male,0,1,1,<=50K
526,0,HS-grad,Separated,Craft-repair,Not-in-family,Male,0,1,1,<=50K
527,3,HS-grad,Widowed,Sales,Not-in-family,Female,0,1,1,<=50K
528,1,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,0,1,1,<=50K
529,1,Assoc-voc,Never-married,Tech-support,Not-in-family,Female,0,1,1,<=50K
530,1,HS-grad,Never-married,Craft-repair,Not-in-family,Male,0,1,0,<=50K
531,0,Assoc-acdm,Never-married,Adm-clerical,Own-child,Female,0,1,0,<=50K
532,0,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,0,1,1,<=50K
533,3,Some-college,Divorced,Adm-clerical,Not-in-family,Male,0,1,1,<=50K
534,3,Some-college,Widowed,Adm-clerical,Not-in-family,Female,0,1,0,<=50K
535,2,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,2,>50K
536,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
537,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
538,1,Masters,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
539,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
540,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
541,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
542,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
543,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,>50K
544,2,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,2,>50K
545,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
546,3,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,1,2,>50K
547,1,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
548,3,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1,1,>50K
549,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
550,2,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,<=50K
551,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
552,2,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,1,0,>50K
553,0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1,1,<=50K
554,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
555,1,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,1,1,<=50K
556,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
557,3,Assoc-acdm,Married-civ-spouse,Sales,Wife,Female,0,1,1,>50K
558,3,Prof-school,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,>50K
559,2,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,1,2,>50K
560,2,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,1,1,>50K
561,2,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
562,2,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
563,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
564,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
565,2,Masters,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
566,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
567,3,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,>50K
568,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
569,1,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
570,2,Masters,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
571,3,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,1,0,>50K
572,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,>50K
573,3,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,1,2,>50K
574,2,Masters,Married-civ-spouse,Exec-managerial,Wife,Female,0,1,2,>50K
575,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
576,0,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,2,<=50K
577,3,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
578,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
579,2,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Female,0,1,1,>50K
580,1,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,1,2,>50K
581,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
582,1,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
583,3,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
584,2,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,1,2,>50K
585,1,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
586,1,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
587,1,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,1,0,>50K
588,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
589,2,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
590,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
591,2,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,1,2,>50K
592,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
593,2,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,0,>50K
594,2,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
595,2,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
596,2,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,0,1,1,>50K
597,0,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,0,1,1,>50K
598,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
599,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
600,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
601,3,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,0,1,2,>50K
602,3,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
603,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
604,2,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
605,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
606,1,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
607,1,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,0,>50K
608,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
609,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
610,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
611,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
612,3,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,2,>50K
613,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
614,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,1,>50K
615,1,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,1,>50K
616,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
617,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
618,1,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,1,1,>50K
619,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,2,>50K
620,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,1,>50K
621,3,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,1,1,>50K
622,1,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1,2,>50K
623,3,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,1,>50K
